"·         jack,lottie,15373,Not much, I'll probably just hang out with some friends. Hey, maybe we could meet up sometime?,January 28 at 4:13pm,89"
"·         lottie,jack,15380,That would be great!,January 28 at 4:20pm,18"
"·         jack,lottie,15383,Ok, I'll message you soon. It was great meeting you last night :) ,January 28 at 4:23pm,65"
"·         lottie,chloe,15387,Jack sent me a message!,January 28 at 4:27pm,23"
"·         chloe,lottie,15395,Oooh, what did he say?,January 28 at 4:35pm,22"
"·         lottie,chloe,15399,He wanted to make sure I got home okay last night and asked if we could meet up!!!,January 28 at 4:39pm,83"
"·         chloe,lottie,15403,OMG! What did you say?,January 28 at 4:43pm,22"
"·         lottie,chloe,15410,I said yes, of course! He's so hot and mature, I can't wait to see him again.,January 28 at 4:50pm,115"
"·         chloe,lottie,15415,Yeah, well he is older so that's not surprising. It's exciting though! Where are you going to meet? What are you going to do? Are you nervous?,January 28 at 4:55pm,133"
"·         lottie,chloe,15421,I'm not sure yet, but yes, I am kind of nervous. But really excited too!,January 28 at 5:01pm,72"
"·         jack,lottie,16435,Morning, sleepyhead. How are you today?,January 29 at 9:55am,39"
"·         lottie,jack,16445,I'm good, how are you?,January 29 at 10:05am,22"
"·         jack,lottie,16447,I'm good. I've been thinking about you. Do you want to meet up on Wednesday?,January 29 at 10:07am,76"
"·         lottie,jack,16450,Love to :) What time?,January 29 at 10:10am,21"
"·         jack,lottie,16452,What time do you finish school?,January 29 at 10:12am,31"
"·         lottie,jack,16456,3:30,January 29 at 10:16am,4"
"·         jack,lottie,16458,Meet you at the rec at 4pm then?,January 29 at 10:18am,32"
"·         lottie,jack,16460,Gr8,January 29 at 10:20am,4"
"·         jack,lottie,16462,See you then. I can't wait.,January 29 at 10:22am,27"
"·         lottie,chloe,16470,You won't believe this! Jack just asked me to meet up on Wednesday at the rec! I'm so excited but also really nervous. What if he doesn't like me? What if he thinks I'm a silly little kid?,January 29 at 10:30am,198"
"·         chloe,lottie,16481,Eeek, that's so exciting! Why don't you dress up to look older? I could do your makeup for you, I'm good at that!,January 29 at 10:41am,116"
"·         lottie,chloe,16485,That would be awesome! Thanks! Do you think it's a date?,January 29 at 10:45am,55"
"·         chloe,lottie,16488,Yeah, it must be! What does your mom think?,January 29 at 10:48am,43"
"·         lottie,chloe,16495,OMG, I haven't told my mom yet. She's hardly ever home!,January 29 at 10:55am,49"
"·         chloe,lottie,16498,Won't she ask who he is on iSocialike?,January 29 at 10:58am,38"
"·         lottie,chloe,16502,Haha, no, she doesn't use iSocialike! She doesn't have a clue!,January 29 at 11:02am,61"
"·         chloe,lottie,16505,That's lucky!,January 29 at 11:05am,12"
"·         lottie,chloe,16507,Yep!,January 29 at 11:07am,4"
"·         jack,lottie,18364,Hi Lottie, need some company tonight? ;),January 30 at 6:04pm,40"
"·         lottie,jack,18372,Are you offering?,January 30 at 6:12pm,18"
"·         jack,lottie,18376,Can I come over?,January 30 at 6:16pm,17"
"·         lottie,jack,18384,I wish you could, but I don't think my mom would be happy since I'm babysitting. How are you?,January 30 at 6:24pm,89"
"·         jack,lottie,18392,I'm good, thanks. How about you?,January 30 at 6:32pm,34"
"·         lottie,jack,18395,I'm good, just bored. I can't wait to see you on Wednesday.,January 30 at 6:35pm,27"
"·         jack,lottie,18400,I can't wait either. Are you going to wear what you wore at the disco?,January 30 at 6:40pm,49"
"·         lottie,jack,18405,No, I'll be in my school uniform unfortunately. :/,January 30 at 6:45pm,9"
"·         jack,lottie,18409,Even better! ;),January 30 at 6:49pm,56"
"·         lottie,jack,18412,My mom's back, I've got to go. See you on Wednesday :) ,January 30 at 7:00pm,48"
"·         jack,lottie,18423,Bye babe, can't wait to see you.,January 30 at 7:03pm,33"
"·         lottie,chloe,18435,OMG, Jack messaged me earlier!,January 30 at 7:15pm,29"
"·         chloe,lottie,18441,Yay! What did he say?,January 30 at 7:21pm,21"
"·         lottie,chloe,18445,He made a joke about coming over and then said something about me looking good in my school uniform!,January 30 at 7:25pm,101"
"·         chloe,lottie,18449,That's a bit weird! But then again, a lot of older guys like girls in school uniforms, I've heard!,January 30 at 7:29pm,89"
"·         lottie,chloe,18453,Lol, it's not like he's really old though!,January 30 at 7:33pm,36"
"·         chloe,lottie,18460,Yeah, but still! Boys our age wouldn't say that.,January 30 at 7:40pm,47"
"·         lottie,chloe,18463,I can't wait to see him. He's being so flirty.,January 30 at 7:43pm,45"
"·         chloe,lottie,18470,That's so cool. I can't believe you have an older guy interested in you. I'm so jealous!!,January 30 at 7:50pm,90"
"·         lottie,chloe,18472,Maybe I should see if he has a friend for you? ;),January 30 at 7:52pm,50"
"·         chloe,lottie,18475,Sounds good!,January 30 at 7:55pm,12"
