"·         jack,lottie,16447,""Wanna meet up Wednesday? I've got some ideas."",January 29 at 10:07am,76"
"·         lottie,jack,16450,""Ooh, sounds intriguing. What time?"",January 29 at 10:10am,21"
"·         jack,lottie,16452,""Right after school. I'll pick you up."",January 29 at 10:12am,31"
"·         lottie,jack,16456,""Perfect."",January 29 at 10:16am,4"
"·         jack,lottie,16458,""Wear something sexy for me."",January 29 at 10:18am,32"
"·         lottie,jack,16460,""You got it."",January 29 at 10:20am,4"
"·         jack,lottie,16462,""That's my girl. Can't wait."",January 29 at 10:22am,27"
"·         lottie,chloe,16470,""Jack wants to pick me up after school Wednesday! What should I wear?"",January 29 at 10:30am,198"
"·         chloe,lottie,16481,""Whoa, slow down. Are you sure about this?"",January 29 at 10:41am,116"
"·         lottie,chloe,16485,""Yes! Stop being such a buzzkill."",January 29 at 10:45am,55"
"·         chloe,lottie,16488,""Fine, whatever. Does your mom know?"",January 29 at 10:48am,43"
"·         lottie,chloe,16495,""Hell no, and she's not going to."",January 29 at 10:55am,49"
"·         chloe,lottie,16498,""Lottie, this is getting sketchy..."",January 29 at 10:58am,38"
"·         lottie,chloe,16502,""Relax! I've got this under control."",January 29 at 11:02am,61"
"·         chloe,lottie,16505,""If you say so..."",January 29 at 11:05am,12"
"·         lottie,chloe,16507,""I do."",January 29 at 11:07am,4"
"·         jack,lottie,18364,""Hey baby, need some company tonight?"",January 30 at 6:04pm,40"
"·         lottie,jack,18372,""Maybe. What did you have in mind?"",January 30 at 6:12pm,18"
"·         jack,lottie,18376,""I could come over."",January 30 at 6:16pm,17"
"·         lottie,jack,18384,""Can't, babysitting again. Parents suck."",January 30 at 6:24pm,89"
"·         jack,lottie,18392,""Bummer. Miss you though."",January 30 at 6:32pm,34"
"·         lottie,jack,18395,""Miss you too. So bored."",January 30 at 6:35pm,27"
"·         jack,lottie,18400,""Can't wait for Wednesday. Got a surprise for you."",January 30 at 6:40pm,49"
"·         lottie,jack,18405,""Ooh, tell me!"",January 30 at 6:45pm,9"
"·         jack,lottie,18409,""You'll see. Hope you like to party."",January 30 at 6:49pm,56"
"·         lottie,jack,18412,""You know I do. Can't wait!"",January 30 at 6:52pm,54"
"·         jack,lottie,18415,""That's my girl."",January 30 at 6:55pm,15"
"·         lottie,jack,18420,""Gotta go, parents home. See you soon!"",January 30 at 7:00pm,48"
"·         jack,lottie,18423,""Later babe. Sweet dreams about me."",January 30 at 7:03pm,33"
"·         lottie,chloe,18435,""Jack messaged again. He's got a surprise planned!"",January 30 at 7:15pm,29"
"·         chloe,lottie,18441,""What kind of surprise?"",January 30 at 7:21pm,21"
"·         lottie,chloe,18445,""Not sure, but he said to be ready to party!"",January 30 at 7:25pm,101"
"·         chloe,lottie,18449,""Lottie, this is getting out of hand. You barely know him."",January 30 at 7:29pm,89"
"·         lottie,chloe,18453,""Stop being such a prude. It'll be fine."",January 30 at 7:33pm,36"
"·         chloe,lottie,18460,""I'm just worried about you."",January 30 at 7:40pm,47"
"·         lottie,chloe,18463,""Well don't be. I can take care of myself."",January 30 at 7:43pm,45"
"·         chloe,lottie,18470,""Okay... Just be careful, please."",January 30 at 7:50pm,90"
"·         lottie,chloe,18472,""Whatever, mom. I'm gonna have an awesome time."",January 30 at 7:52pm,50"
"·         chloe,lottie,18475,""I hope so..."",January 30 at 7:55pm,12"
